claim_id,page_id,texto_publicado,valor,unidad,tipo_de_medida,poblacion,territorio,periodo_de_datos,periodo_de_recogida,fecha_publicacion,metodo,fuente,fuente_primaria,url_doi,intervalo_incertidumbre,coincidencia_fuente_web,limitacion,comparability,atomicidad,derivado,formula_op,numerador,denominador,formula,redondeo,tolerancia,decision,correccion_propuesta,fecha_consulta
autismo-y-salud-mental-coexistencia-no-equivalencia-c07,autismo-y-salud-mental-coexistencia-no-equivalencia,Prevalencia agrupada de trastorno bipolar: 5 %.,5,porcentaje,prevalencia observada agrupada,personas autistas incluidas en metaanálisis,Internacional,estudios incluidos hasta 2019,NO_ESPECIFICADO_SEPARADAMENTE,2019-10,revisión sistemática y metaanálisis,Lai et al. 2019,SI,https://pubmed.ncbi.nlm.nih.gov/31447415/,IC95% 3–6,SI,Gran heterogeneidad; no equivale a una tasa individual o universal.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
autismo-y-salud-mental-coexistencia-no-equivalencia-c08,autismo-y-salud-mental-coexistencia-no-equivalencia,Prevalencia agrupada de espectro de esquizofrenia: 4 %.,4,porcentaje,prevalencia observada agrupada,personas autistas incluidas en metaanálisis,Internacional,estudios incluidos hasta 2019,NO_ESPECIFICADO_SEPARADAMENTE,2019-10,revisión sistemática y metaanálisis,Lai et al. 2019,SI,https://pubmed.ncbi.nlm.nih.gov/31447415/,IC95% 3–5,SI,Gran heterogeneidad; no equivale a una tasa individual o universal.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
autismo-y-salud-mental-coexistencia-no-equivalencia-c09,autismo-y-salud-mental-coexistencia-no-equivalencia,La heterogeneidad residual fue >95 % de I² en los análisis.,95,% (umbral superado),estadístico de heterogeneidad,metaanálisis de condiciones coexistentes,Internacional,estudios incluidos hasta 2019,NO_ESPECIFICADO_SEPARADAMENTE,2019-10,metaanálisis,Lai et al. 2019,SI,https://pubmed.ncbi.nlm.nih.gov/31447415/,I² >95%,SI,Indica heterogeneidad muy alta entre estudios.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
bienestar-discriminacion-y-violencia-en-la-infancia-con-discapacidad-c01,bienestar-discriminacion-y-violencia-en-la-infancia-con-discapacidad,51 % más probabilidad de sentirse infeliz.,51,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,"UNICEF Seen, Counted, Included",SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,"Diferencia relativa agregada; varía según país, tipo y gravedad de discapacidad.",LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
bienestar-discriminacion-y-violencia-en-la-infancia-con-discapacidad-c02,bienestar-discriminacion-y-violencia-en-la-infancia-con-discapacidad,41 % más probabilidad de sentirse discriminado.,41,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,"UNICEF Seen, Counted, Included",SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,"Diferencia relativa agregada; varía según país, tipo y gravedad de discapacidad.",LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
bienestar-discriminacion-y-violencia-en-la-infancia-con-discapacidad-c03,bienestar-discriminacion-y-violencia-en-la-infancia-con-discapacidad,32 % más probabilidad de sufrir castigo corporal grave.,32,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,"UNICEF Seen, Counted, Included",SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,"Diferencia relativa agregada; varía según país, tipo y gravedad de discapacidad.",LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
bienestar-discriminacion-y-violencia-en-la-infancia-con-discapacidad-c04,bienestar-discriminacion-y-violencia-en-la-infancia-con-discapacidad,24 % menos probabilidad de recibir estimulación temprana y cuidados receptivos.,24,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,"UNICEF Seen, Counted, Included",SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,"Diferencia relativa agregada; varía según país, tipo y gravedad de discapacidad.",LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
brecha-de-empleo-asociada-a-discapacidad-c01,brecha-de-empleo-asociada-a-discapacidad,"Brecha de empleo: 24,2 puntos porcentuales.",24.2,puntos porcentuales,diferencia,personas 20–64 con vs sin discapacidad,Unión Europea,2025,NO_ESPECIFICADO_SEPARADAMENTE,2026,"Eurostat, indicador de brecha de empleo",Eurostat · Equality in the EU — a snapshot 2026,SI,https://ec.europa.eu/eurostat/documents/4031688/23735916/KS-01-26-033-EN-N.pdf/f4cf32bb-d9c4-3cf6-dd92-0c60683a27e4?version=1.0,NO_APLICA,SI,La ficha debe explicitar 2025 como año de datos; publicación 2026.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,REQUIERE_CORRECCION,Cambiar Año de los datos a 2025 y separar de la fecha de publicación 2026.,2026-09-21
brecha-de-empleo-asociada-a-discapacidad-c02,brecha-de-empleo-asociada-a-discapacidad,"La edición previa situaba la brecha en 24,0 pp con datos de 2024.",24.0,puntos porcentuales,diferencia histórica,personas 20–64 con vs sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025,EU-SILC / ESDE 2025,Comisión Europea / Eurostat,SI,https://ec.europa.eu/employment_social/employment_analysis/esde/2025/Chapter%202.html,NO_APLICA,SI,Contexto histórico de la misma métrica.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,HISTORICO_CONSERVAR,NO_APLICA,2026-09-21
brecha-salarial-en-autismo-c01,brecha-salarial-en-autismo,Las personas autistas ocupadas recibían en promedio alrededor de un tercio menos que personas no discapacitadas.,~33,porcentaje menor (aproximado),diferencia salarial,personas autistas ocupadas vs no discapacitadas,Reino Unido,datos ONS citados por revisión,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,revisión oficial que resume datos ONS,Buckland Review,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,Fuente secundaria oficial; el resumen no fija un único periodo en la frase salarial.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
brecha-salarial-y-discapacidad-c01,brecha-salarial-y-discapacidad,Trabajadores con discapacidad ganaban 12 % menos por hora en promedio.,12,porcentaje menor,diferencia salarial,empleados con vs sin discapacidad,Submuestra internacional,encuestas del working paper,NO_ESPECIFICADO_SEPARADAMENTE,2024-08-27,análisis econométrico multicountry,ILO Working Paper 124,SI,https://www.ilo.org/resource/news/new-ilo-working-paper-exposes-significant-disability-wage-gap,NO_APLICA,SI,"Promedio de submuestra, no estimación mundial representativa.",LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
brecha-salarial-y-discapacidad-c02,brecha-salarial-y-discapacidad,"9 puntos porcentuales de la brecha no se explicaban por educación, edad y ocupación.",9,puntos porcentuales,diferencia no explicada,empleados con vs sin discapacidad,Submuestra internacional,encuestas del working paper,NO_ESPECIFICADO_SEPARADAMENTE,2024-08-27,descomposición econométrica,ILO Working Paper 124,SI,https://www.ilo.org/resource/news/new-ilo-working-paper-exposes-significant-disability-wage-gap,NO_APLICA,SI,No implica causalidad ni atribuye todo lo no explicado a discriminación.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
brecha-salarial-y-discapacidad-c02b,brecha-salarial-y-discapacidad,Tres cuartas partes de la brecha salarial de 12 % correspondían aproximadamente a los 9 puntos no explicados por las variables incluidas.,0.75,proporción de la brecha,proporción derivada,empleados con vs sin discapacidad,Submuestra internacional,encuestas del working paper,NO_ESPECIFICADO_SEPARADAMENTE,2024-08-27,descomposición econométrica,ILO Working Paper 124,SI,https://www.ilo.org/resource/news/new-ilo-working-paper-exposes-significant-disability-wage-gap,NO_APLICA,DERIVADO_DE_VALORES_FUENTE,No implica causalidad ni atribuye todo lo no explicado a discriminación.,LIMITADA,ATOMICO,SI,RATIO,9,12,9/12,DECIMALS_2,0.000000001,VERIFICADO,NO_APLICA,2026-09-21
brecha-salarial-y-discapacidad-c03,brecha-salarial-y-discapacidad,"En países de ingresos bajos y medio-bajos, la brecha media fue 26 %.",26,porcentaje menor,diferencia salarial,empleados con vs sin discapacidad,Países de ingresos bajos y medio-bajos de la submuestra,encuestas del working paper,NO_ESPECIFICADO_SEPARADAMENTE,2024-08-27,análisis econométrico multicountry,ILO Working Paper 124,SI,https://www.ilo.org/resource/news/new-ilo-working-paper-exposes-significant-disability-wage-gap,NO_APLICA,SI,Subgrupo de países incluidos; no todos los países de esas categorías.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
condiciones-coexistentes-y-necesidades-educativas-c01,condiciones-coexistentes-y-necesidades-educativas,"68,7 % tenía otra condición de salud de larga duración.",68.7,porcentaje,encuesta,niños y jóvenes con ASD,Canadá,2019,NO_ESPECIFICADO_SEPARADAMENTE,2022-03-09,CHSCY 2019,Public Health Agency of Canada,SI,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/autism-spectrum-disorder-canadian-health-survey-children-youth-2019.html,NO_APLICA,SI,Encuesta nacional; condición declarada/medida según CHSCY.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
condiciones-coexistentes-y-necesidades-educativas-c02,condiciones-coexistentes-y-necesidades-educativas,"78,1 % de quienes asistían a la escuela tenía necesidades de educación especial.",78.1,porcentaje,encuesta,niños y jóvenes con ASD que asistían a la escuela,Canadá,2019,NO_ESPECIFICADO_SEPARADAMENTE,2022-03-09,CHSCY 2019,Public Health Agency of Canada,SI,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/autism-spectrum-disorder-canadian-health-survey-children-youth-2019.html,NO_APLICA,SI,Denominador: solo quienes asistían a la escuela.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
cuatro-cifras-de-autismo-que-no-miden-lo-mismo-c01,cuatro-cifras-de-autismo-que-no-miden-lo-mismo,"Mundo · 1 de cada 127, todas las edades, 2021: prevalencia modelizada.",1/127,personas,prevalencia modelizada,todas las edades,Mundo,2021,NO_ESPECIFICADO_SEPARADAMENTE,2025,GBD 2021,GBD/OMS,SI,https://pubmed.ncbi.nlm.nih.gov/39709974/,NO_APLICA,SI,No comparar como misma métrica con vigilancia o encuestas nacionales.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
cuatro-cifras-de-autismo-que-no-miden-lo-mismo-c02,cuatro-cifras-de-autismo-que-no-miden-lo-mismo,"EE. UU. · 1 de cada 31, 8 años en 16 comunidades, 2022.",1/31,niños,identificación administrativa / registro,niños de 8 años,Estados Unidos / 16 sitios ADDM,2022,NO_ESPECIFICADO_SEPARADAMENTE,2025,vigilancia de registros ADDM,CDC,SI,https://www.cdc.gov/mmwr/volumes/74/ss/ss7402a1.htm,NO_APLICA,SI,No representa todo EE. UU. ni modelización mundial.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
cuatro-cifras-de-autismo-que-no-miden-lo-mismo-c03,cuatro-cifras-de-autismo-que-no-miden-lo-mismo,"Canadá · 1 de cada 50, 1–17 años, 2019.",1/50,niños y jóvenes,diagnóstico declarado,1–17 años,Canadá,2019,NO_ESPECIFICADO_SEPARADAMENTE,2022-03-09,encuesta CHSCY,PHAC,SI,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/autism-spectrum-disorder-canadian-health-survey-children-youth-2019.html,NO_APLICA,SI,Diagnóstico declarado en encuesta.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
cuatro-cifras-de-autismo-que-no-miden-lo-mismo-c04,cuatro-cifras-de-autismo-que-no-miden-lo-mismo,"Australia · 1,1 %, todas las edades, 2022.",1.1,porcentaje,encuesta,todas las edades,Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022,NO_APLICA,SI,Estimación de encuesta poblacional.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
desigualdad-en-salud-asociada-a-discapacidad-c01,desigualdad-en-salud-asociada-a-discapacidad,Hasta 20 años menos de esperanza de vida / muerte más temprana en algunos contextos.,20,años,razón / diferencia de inequidad,personas con vs sin discapacidad,Internacional,evidencia sintetizada vigente en 2026,NO_ESPECIFICADO_SEPARADAMENTE,2026-08-10,síntesis OMS,OMS Disability,NO,https://www.who.int/europe/news-room/fact-sheets/item/disability,NO_APLICA,SI,Síntesis de múltiples fuentes y contextos; no hay denominador poblacional único.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
desigualdad-en-salud-asociada-a-discapacidad-c02,desigualdad-en-salud-asociada-a-discapacidad,Mortalidad 2–3 veces mayor.,2–3,veces,razón / diferencia de inequidad,personas con vs sin discapacidad,Internacional,evidencia sintetizada vigente en 2026,NO_ESPECIFICADO_SEPARADAMENTE,2026-08-10,síntesis OMS,OMS Disability,NO,https://www.who.int/europe/news-room/fact-sheets/item/disability,NO_APLICA,SI,Síntesis de múltiples fuentes y contextos; no hay denominador poblacional único.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
desigualdad-en-salud-asociada-a-discapacidad-c03,desigualdad-en-salud-asociada-a-discapacidad,Adultos con discapacidad: 2–4 veces mayor probabilidad de determinadas enfermedades no transmisibles.,2–4,veces,razón / diferencia de inequidad,personas con vs sin discapacidad,Internacional,evidencia sintetizada vigente en 2026,NO_ESPECIFICADO_SEPARADAMENTE,2026-08-10,síntesis OMS,OMS Disability,NO,https://www.who.int/europe/news-room/fact-sheets/item/disability,NO_APLICA,SI,Síntesis de múltiples fuentes y contextos; no hay denominador poblacional único.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
desigualdad-en-salud-asociada-a-discapacidad-c04,desigualdad-en-salud-asociada-a-discapacidad,Instalaciones sanitarias inaccesibles pueden ser hasta 6 veces más obstaculizantes.,6,veces,razón / diferencia de inequidad,personas con vs sin discapacidad,Internacional,evidencia sintetizada vigente en 2026,NO_ESPECIFICADO_SEPARADAMENTE,2026-08-10,síntesis OMS,OMS Disability,NO,https://www.who.int/europe/news-room/fact-sheets/item/disability,NO_APLICA,SI,Síntesis de múltiples fuentes y contextos; no hay denominador poblacional único.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
desigualdad-en-salud-asociada-a-discapacidad-c05,desigualdad-en-salud-asociada-a-discapacidad,Transporte inaccesible o inasequible puede ser hasta 15 veces más limitante.,15,veces,razón / diferencia de inequidad,personas con vs sin discapacidad,Internacional,evidencia sintetizada vigente en 2026,NO_ESPECIFICADO_SEPARADAMENTE,2026-08-10,síntesis OMS,OMS Disability,NO,https://www.who.int/europe/news-room/fact-sheets/item/disability,NO_APLICA,SI,Síntesis de múltiples fuentes y contextos; no hay denominador poblacional único.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
diferencia-por-sexo-en-identificacion-de-autismo-c01,diferencia-por-sexo-en-identificacion-de-autismo,"49,2 por 1.000 en niños.",49.2,por 1.000,identificación administrativa,niños de 8 años,Estados Unidos / ADDM,2022,NO_ESPECIFICADO_SEPARADAMENTE,2025,vigilancia de registros,CDC MMWR,SI,https://www.cdc.gov/mmwr/volumes/74/ss/ss7402a1.htm,NO_APLICA,SI,Identificación en 16 sitios.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
diferencia-por-sexo-en-identificacion-de-autismo-c02,diferencia-por-sexo-en-identificacion-de-autismo,"14,3 por 1.000 en niñas.",14.3,por 1.000,identificación administrativa,niñas de 8 años,Estados Unidos / ADDM,2022,NO_ESPECIFICADO_SEPARADAMENTE,2025,vigilancia de registros,CDC MMWR,SI,https://www.cdc.gov/mmwr/volumes/74/ss/ss7402a1.htm,NO_APLICA,SI,Identificación en 16 sitios.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
diferencia-por-sexo-en-identificacion-de-autismo-c03,diferencia-por-sexo-en-identificacion-de-autismo,"Prevalencia identificada 3,4 veces mayor en niños.",3.4,razón,razón,niños vs niñas de 8 años,Estados Unidos / ADDM,2022,NO_ESPECIFICADO_SEPARADAMENTE,2025,ADDM,CDC MMWR,SI,https://www.cdc.gov/mmwr/volumes/74/ss/ss7402a1.htm,NO_APLICA,DERIVADO_DE_VALORES_FUENTE,No es razón biológica universal.,DIRECTA,ATOMICO,SI,RATIO,49.2,14.3,49.2/14.3,DECIMALS_1,1e-9,VERIFICADO,NO_APLICA,2026-09-21
discapacidad-del-desarrollo-en-ninos-y-jovenes-c01,discapacidad-del-desarrollo-en-ninos-y-jovenes,Aproximadamente 317 millones de niños y jóvenes vivían con condiciones que contribuyen a discapacidad del desarrollo.,317,millones de personas,conteo absoluto modelizado,niños y jóvenes,Mundo,2019,NO_ESPECIFICADO_SEPARADAMENTE,2023-09-15,estimación OMS/UNICEF,OMS + UNICEF,SI,https://www.who.int/news/item/15-09-2023-new-reports-highlights-neglected-health-needs-of-children-with-developmental-disabilities,NO_APLICA,SI,"Se refiere a condiciones que contribuyen a discapacidad del desarrollo, no a una única categoría diagnóstica.",LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
discapacidad-significativa-c01,discapacidad-significativa,"En 2021, aproximadamente 1.300 millones de personas vivían con una discapacidad significativa.",1.3,miles de millones de personas,conteo absoluto estimado,población mundial,Mundo,2021,NO_ESPECIFICADO_SEPARADAMENTE,2022-12-02,estimación OMS / Global report,OMS · Global report on health equity for persons with disabilities,SI,https://iris.who.int/bitstream/handle/10665/364834/9789240063600-eng.pdf?sequence=1,NO_APLICA,SI,La ficha actual debe distinguir el año base 2021 de la actualización web 2026.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,Actualizar metadato Año de los datos a 2021.,2026-09-21
discapacidad-significativa-c01b,discapacidad-significativa,"En 2021, aproximadamente el 16 % de la población mundial vivía con una discapacidad significativa.",16,porcentaje,prevalencia estimada,población mundial,Mundo,2021,NO_ESPECIFICADO_SEPARADAMENTE,2022-12-02,estimación OMS / Global report,OMS · Global report on health equity for persons with disabilities,SI,https://iris.who.int/bitstream/handle/10665/364834/9789240063600-eng.pdf?sequence=1,NO_APLICA,SI,La ficha actual debe distinguir el año base 2021 de la actualización web 2026.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,Actualizar metadato Año de los datos a 2021.,2026-09-21
discapacidad-significativa-c01c,discapacidad-significativa,Representación equivalente publicada: aproximadamente 1 de cada 6 personas.,6,"N en ""1 de cada N""",conversión equivalente,población mundial,Mundo,2021,NO_ESPECIFICADO_SEPARADAMENTE,2022-12-02,estimación OMS / Global report,OMS · Global report on health equity for persons with disabilities,SI,https://iris.who.int/bitstream/handle/10665/364834/9789240063600-eng.pdf?sequence=1,NO_APLICA,DERIVADO_DE_VALORES_FUENTE,La ficha actual debe distinguir el año base 2021 de la actualización web 2026.,NO_APLICA,ATOMICO,SI,ONE_IN_N_FROM_PERCENT,16,100,100/16,NEAREST_INTEGER,0.000000001,VERIFICADO,Actualizar metadato Año de los datos a 2021.,2026-09-21
discriminacion-percibida-en-la-vida-cotidiana-c01,discriminacion-percibida-en-la-vida-cotidiana,"Servicios administrativos/públicos: 9,4 %.",9.4,porcentaje,encuesta / discriminación percibida,personas con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-04,estadística oficial de percepción,Eurostat,SI,https://ec.europa.eu/eurostat/web/products-eurostat-news/w/edn-20260504-1,NO_APLICA,SI,Percepción declarada; no denuncias ni resoluciones judiciales.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
discriminacion-percibida-en-la-vida-cotidiana-c02,discriminacion-percibida-en-la-vida-cotidiana,"Servicios administrativos/públicos: 4,0 %.",4.0,porcentaje,encuesta / discriminación percibida,personas sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-04,estadística oficial de percepción,Eurostat,SI,https://ec.europa.eu/eurostat/web/products-eurostat-news/w/edn-20260504-1,NO_APLICA,SI,Percepción declarada; no denuncias ni resoluciones judiciales.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
discriminacion-percibida-en-la-vida-cotidiana-c03,discriminacion-percibida-en-la-vida-cotidiana,"Búsqueda de vivienda: 8,2 %.",8.2,porcentaje,encuesta / discriminación percibida,personas con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-04,estadística oficial de percepción,Eurostat,SI,https://ec.europa.eu/eurostat/web/products-eurostat-news/w/edn-20260504-1,NO_APLICA,SI,Percepción declarada; no denuncias ni resoluciones judiciales.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
discriminacion-percibida-en-la-vida-cotidiana-c04,discriminacion-percibida-en-la-vida-cotidiana,"Búsqueda de vivienda: 5,2 %.",5.2,porcentaje,encuesta / discriminación percibida,personas sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-04,estadística oficial de percepción,Eurostat,SI,https://ec.europa.eu/eurostat/web/products-eurostat-news/w/edn-20260504-1,NO_APLICA,SI,Percepción declarada; no denuncias ni resoluciones judiciales.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
discriminacion-percibida-en-la-vida-cotidiana-c05,discriminacion-percibida-en-la-vida-cotidiana,"Espacios públicos: 5,0 %.",5.0,porcentaje,encuesta / discriminación percibida,personas con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-04,estadística oficial de percepción,Eurostat,SI,https://ec.europa.eu/eurostat/web/products-eurostat-news/w/edn-20260504-1,NO_APLICA,SI,Percepción declarada; no denuncias ni resoluciones judiciales.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
discriminacion-percibida-en-la-vida-cotidiana-c06,discriminacion-percibida-en-la-vida-cotidiana,"Espacios públicos: 3,0 %.",3.0,porcentaje,encuesta / discriminación percibida,personas sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-04,estadística oficial de percepción,Eurostat,SI,https://ec.europa.eu/eurostat/web/products-eurostat-news/w/edn-20260504-1,NO_APLICA,SI,Percepción declarada; no denuncias ni resoluciones judiciales.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
discriminacion-percibida-en-la-vida-cotidiana-c07,discriminacion-percibida-en-la-vida-cotidiana,"Instituciones educativas: 4,1 %.",4.1,porcentaje,encuesta / discriminación percibida,personas con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-04,estadística oficial de percepción,Eurostat,SI,https://ec.europa.eu/eurostat/web/products-eurostat-news/w/edn-20260504-1,NO_APLICA,SI,Percepción declarada; no denuncias ni resoluciones judiciales.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
discriminacion-percibida-en-la-vida-cotidiana-c08,discriminacion-percibida-en-la-vida-cotidiana,"Instituciones educativas: 2,3 %.",2.3,porcentaje,encuesta / discriminación percibida,personas sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-04,estadística oficial de percepción,Eurostat,SI,https://ec.europa.eu/eurostat/web/products-eurostat-news/w/edn-20260504-1,NO_APLICA,SI,Percepción declarada; no denuncias ni resoluciones judiciales.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
dislexia-del-desarrollo-c01,dislexia-del-desarrollo,"Prevalencia agrupada 7,10 % en alumnado de Primaria.",7.10,porcentaje,prevalencia observada agrupada,alumnado de Primaria,Internacional,estudios hasta junio 2021,NO_ESPECIFICADO_SEPARADAMENTE,2022,revisión sistemática y metaanálisis,Yang et al.,SI,https://pubmed.ncbi.nlm.nih.gov/35204003/,IC95% 6.27–7.97,SI,Heterogeneidad y definiciones variadas entre estudios.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
dislexia-del-desarrollo-c02,dislexia-del-desarrollo,9.22 % en niños.,9.22,porcentaje,prevalencia agrupada,niños,Internacional,estudios hasta junio 2021,NO_ESPECIFICADO_SEPARADAMENTE,2022,subgrupo de metaanálisis,Yang et al.,SI,https://pubmed.ncbi.nlm.nih.gov/35204003/,IC95% 8.07–10.44,SI,Subgrupos; sistemas de escritura no mostraron diferencia estadísticamente significativa.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
