id,nombre,organismo,jurisdiccion,nivel_jurisdiccion,categoria,url_oficial,tipo_recurso,fecha_consulta,situacion_actual,fecha_apertura,fecha_cierre,recurrente,proxima_convocatoria_conocida,proxima_revision,fuente_primaria,url_anterior,resultado_url,nueva_url_oficial,observaciones
clm-escolar,Ayudas de comedor y libros 2026-2027,Castilla-La Mancha,Castilla-La Mancha,comunidad autónoma,Educación y comedor,https://educacion.castillalamancha.es/educacion/tramites/ayudas-libros-comedores,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://educacion.castillalamancha.es/educacion/tramites/ayudas-libros-comedores,POR VERIFICAR,,Base original: Convocatoria autonómica para ayudas de comedor y libros/material curricular. | Quién: Alumnado de los niveles previstos que cumpla criterios de renta o acceso directo en supuestos protegidos. | Documentos: Solicitud y documentación económica/familiar. | Nota: Comprobar conjuntamente Banco de Libros y ayuda económica. | Cuantía: Libros: hasta 140 € 1.º-2.º Primaria · 175 € 3.º-6.º · 240 € ESO; comedor según nivel de ayuda
clm-becas-ayudas,Portal de becas y ayudas educativas de Castilla-La Mancha,Junta de Comunidades de Castilla-La Mancha,Castilla-La Mancha,comunidad autónoma,Educación y comedor,https://educacion.castillalamancha.es/alumnado-y-familias/becas-y-ayudas,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://educacion.castillalamancha.es/alumnado-y-familias/becas-y-ayudas,POR VERIFICAR,,"Base original: Punto de acceso a convocatorias educativas autonómicas para alumnado y familias, incluidas ayudas complementarias según curso y nivel. | Quién: Personas o familias residentes en Castilla-La Mancha que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
clm-temprana,Atención Temprana 0-6,Castilla-La Mancha,Castilla-La Mancha,comunidad autónoma,Terapias y atención temprana,https://bienestarsocial.castillalamancha.es/actuaciones/recursos-de-atencion-temprana,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://bienestarsocial.castillalamancha.es/actuaciones/recursos-de-atencion-temprana,POR VERIFICAR,,"Base original: Red pública con profesionales de psicología, pedagogía, fisioterapia, logopedia, terapia ocupacional y audición y lenguaje. | Quién: Niños de 0 a 6 años con dificultades significativas de desarrollo o riesgo. | Documentos: Solicitud al Equipo de Atención Temprana/Centro Base e informes pertinentes. | Nota: Consultar otras ayudas si financian el mismo tratamiento privado. | Cuantía: Universal y gratuita"
clm-numerosa,Ayuda económica autonómica a familias numerosas,Castilla-La Mancha,Castilla-La Mancha,comunidad autónoma,Familia,https://bienestarsocial.castillalamancha.es/actuaciones/ayuda-economica-familias-numerosas,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://bienestarsocial.castillalamancha.es/actuaciones/ayuda-economica-familias-numerosas,POR VERIFICAR,,"Base original: Prestación propia para familias numerosas con determinados niveles de renta. | Quién: Título vigente, domicilio fiscal en Castilla-La Mancha y demás requisitos de la ayuda. | Documentos: Solicitud, título, datos fiscales y documentación de hijos. | Nota: Debe revisarse con otras ayudas familiares según su cómputo de ingresos. | Cuantía: Mínimo de referencia: 15 €/mes por hijo menor beneficiario; cuantía final según ingresos y composición"
clm-prestaciones-sociales,Prestaciones económicas del sistema público de servicios sociales,Junta de Comunidades de Castilla-La Mancha,Castilla-La Mancha,comunidad autónoma,Ingresos y prestaciones,https://bienestarsocial.castillalamancha.es/actuaciones/prestaciones-economicas-del-sistema-publico-de-servicios-sociales,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://bienestarsocial.castillalamancha.es/actuaciones/prestaciones-economicas-del-sistema-publico-de-servicios-sociales,POR VERIFICAR,,"Base original: Información autonómica sobre prestaciones económicas de servicios sociales para situaciones y necesidades contempladas en la normativa regional. | Quién: Personas o familias residentes en Castilla-La Mancha que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
clm-alquiler-2026,Ayudas al alquiler de vivienda · convocatoria 2026,Junta de Comunidades de Castilla-La Mancha,Castilla-La Mancha,comunidad autónoma,Vivienda,https://vivienda.castillalamancha.es/ayudas-y-subvenciones/ayudas-al-alquiler/ayudas-al-alquiler-de-vivienda-convocatoria-2026,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://vivienda.castillalamancha.es/ayudas-y-subvenciones/ayudas-al-alquiler/ayudas-al-alquiler-de-vivienda-convocatoria-2026,POR VERIFICAR,,"Base original: Ayudas para facilitar el pago del alquiler de la vivienda habitual a personas que cumplen los requisitos de renta y arrendamiento de la convocatoria 2026. | Quién: Personas o familias residentes en Castilla-La Mancha que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
clm-transporte-escolar,Ayudas individuales de transporte escolar,Junta de Comunidades de Castilla-La Mancha,Castilla-La Mancha,comunidad autónoma,Transporte,https://educacion.castillalamancha.es/educacion/tramites/ayudas-individuales-de-transporte-escolar,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://educacion.castillalamancha.es/educacion/tramites/ayudas-individuales-de-transporte-escolar,POR VERIFICAR,,"Base original: Ayudas para alumnado de centros públicos que necesita desplazarse y cumple los supuestos de la convocatoria de transporte escolar. | Quién: Personas o familias residentes en Castilla-La Mancha que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según distancia y convocatoria"
cyl-dependencia,Reconocimiento de dependencia y prestaciones,Junta de Castilla y León,Castilla y León,comunidad autónoma,Discapacidad y dependencia,https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/11/1259395711876/Tramite,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/11/1259395711876/Tramite,POR VERIFICAR,,"Base original: Procedimiento autonómico para reconocer la situación de dependencia y determinar los servicios o prestaciones que correspondan. | Quién: Personas o familias residentes en Castilla y León que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicios y prestaciones según grado y PIA"
cyl-comedor,Ayudas de comedor escolar,Junta de Castilla y León,Castilla y León,comunidad autónoma,Educación y comedor,https://www.educa.jcyl.es/familias/es/servicios/comedores-escolares/ayudas-comedores-escolares-centros-docentes-publicos-educac,bonificación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.educa.jcyl.es/familias/es/servicios/comedores-escolares/ayudas-comedores-escolares-centros-docentes-publicos-educac,POR VERIFICAR,,"Base original: Bonificaciones del comedor en centros públicos según renta y circunstancias familiares. | Quién: Se valoran renta, discapacidad, acogimiento, violencia de género, terrorismo y situaciones carenciales. El alumnado con transporte escolar tiene comedor gratuito en los supuestos previstos. | Documentos: Solicitud y datos familiares/económicos. | Nota: El derecho vinculado a transporte escolar puede cubrir el comedor completo. | Cuantía: 50 %, 75 % o 100 % del precio del menú"
cyl-releo,RELEO PLUS 2026-2027,Junta de Castilla y León,Castilla y León,comunidad autónoma,Libros y material,https://www.educa.jcyl.es/es/becas_alumnado/programa-gratuidad-libros-texto-releo-plus/programa-gratuidad-libros-texto-releo-plus-2026-2027,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.educa.jcyl.es/es/becas_alumnado/programa-gratuidad-libros-texto-releo-plus/programa-gratuidad-libros-texto-releo-plus-2026-2027,POR VERIFICAR,,"Base original: Programa de gratuidad de libros de texto para Primaria y ESO, condicionado en la modalidad económica a los requisitos de la convocatoria. | Quién: Alumnado que cumpla las condiciones de renta y participación. | Documentos: Solicitud anual y devolución/aceptación de materiales del banco. | Nota: Si el banco ofrece el libro, no se puede rechazar para exigir la ayuda económica. | Cuantía: Banco de libros; si faltan ejemplares, hasta 280 € Primaria y 350 € ESO"
cyl-temprana,Atención Temprana 0-6,Junta de Castilla y León,Castilla y León,comunidad autónoma,Terapias y atención temprana,https://serviciossociales.jcyl.es/,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://serviciossociales.jcyl.es/,POR VERIFICAR,,"Base original: Sistema coordinado entre Sanidad, Servicios Sociales y Educación para menores de 0 a 6 años. | Quién: Menores con necesidades de desarrollo o riesgo según valoración. | Documentos: Derivación/solicitud según edad y circuito asistencial. | Nota: En determinados Grados II y III de dependencia puede ser compatible con Atención Temprana. | Cuantía: Servicio público coordinado"
cyl-familia-numerosa,Título de familia numerosa de Castilla y León,Junta de Castilla y León,Castilla y León,comunidad autónoma,Familia,https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/enlaces/1201782392242/Tramite,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/enlaces/1201782392242/Tramite,POR VERIFICAR,,"Base original: Trámite para obtener, renovar o actualizar el título de familia numerosa en Castilla y León. | Quién: Personas o familias residentes en Castilla y León que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título acreditativo y acceso a beneficios"
cyl-renta-garantizada,Renta Garantizada de Ciudadanía,Junta de Castilla y León,Castilla y León,comunidad autónoma,Ingresos y prestaciones,https://www.tramitacastillayleon.jcyl.es/web/jcyl/administracionelectronica/es/plantilla100detalle/1251181053840/ayuda012/1284151434773/propuesta,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.tramitacastillayleon.jcyl.es/web/jcyl/administracionelectronica/es/plantilla100detalle/1251181053840/ayuda012/1284151434773/propuesta,POR VERIFICAR,,"Base original: Prestación social autonómica destinada a atender necesidades básicas y favorecer la inclusión de hogares que cumplen los requisitos. | Quién: Personas o familias residentes en Castilla y León que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según composición, ingresos y situación de la unidad familiar"
cyl-vivienda,Ayudas de vivienda y alquiler de Castilla y León,Junta de Castilla y León,Castilla y León,comunidad autónoma,Vivienda,https://vivienda.jcyl.es/,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://vivienda.jcyl.es/,POR VERIFICAR,,"Base original: Portal oficial para consultar programas autonómicos de alquiler, vivienda, rehabilitación y acceso residencial. | Quién: Personas o familias residentes en Castilla y León que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
cyl-conciliacion,Ayudas autonómicas de conciliación familiar,Junta de Castilla y León,Castilla y León,comunidad autónoma,Conciliación y cuidados,https://familia.jcyl.es/,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://familia.jcyl.es/,POR VERIFICAR,,"Base original: Información oficial sobre programas de apoyo a las familias y medidas de conciliación que se convocan en Castilla y León. | Quién: Personas o familias residentes en Castilla y León que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
cat-pua,PUA · Prestación de atención social a personas con discapacidad,Generalitat de Catalunya,Cataluña,comunidad autónoma,Discapacidad y dependencia,https://tramits.gencat.cat/es/tramits/tramits-temes/Prestacio-datencio-social-a-les-persones-amb-discapacitat-PUA,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://tramits.gencat.cat/es/tramits/tramits-temes/Prestacio-datencio-social-a-les-persones-amb-discapacitat-PUA,POR VERIFICAR,,"Base original: Ayuda para productos y servicios que mejoran autonomía: movilidad, audífonos, gafas, comunicadores, grúas, camas, baño, adaptaciones y otros apoyos. | Quién: Personas con discapacidad que cumplan los requisitos de la convocatoria. | Documentos: Solicitud, discapacidad, facturas/presupuestos y documentación económica cuando proceda. | Nota: Revisar si otra administración ya financia el mismo producto o servicio. | Cuantía: Según producto o servicio y convocatoria"
cat-dependencia,Reconocimiento de la situación de dependencia,Generalitat de Catalunya,Cataluña,comunidad autónoma,Discapacidad y dependencia,https://tramits.gencat.cat/es/tramits/tramits-temes/Reconeixement-de-la-situacio-de-dependencia?moda=1,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://tramits.gencat.cat/es/tramits/tramits-temes/Reconeixement-de-la-situacio-de-dependencia?moda=1,POR VERIFICAR,,"Base original: Procedimiento para valorar la dependencia y acceder a los servicios o prestaciones que se determinen en el programa individual de atención. | Quién: Personas o familias residentes en Cataluña que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicios y prestaciones según grado y PIA"
cat-comedor,Ayudas individuales de comedor escolar,Generalitat de Catalunya,Cataluña,comunidad autónoma,Educación y comedor,https://educacio.gencat.cat/ca/serveis-tramits/ajuts-subvencions/per-destinataris/families-alumnes/individuals-menjador/,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://educacio.gencat.cat/ca/serveis-tramits/ajuts-subvencions/per-destinataris/families-alumnes/individuals-menjador/,POR VERIFICAR,,"Base original: Ayudas gestionadas por consejos comarcales, Consorci d'Educació de Barcelona u organismo competente. | Quién: Alumnado en situación socioeconómica desfavorecida y otros supuestos previstos. | Documentos: Solicitud ante el organismo territorial y documentación económica/familiar. | Nota: El comedor puede ser obligatorio y gratuito cuando la escolarización fuera del municipio lo exige en los supuestos previstos. | Cuantía: Cobertura total o parcial según territorio y convocatoria"
cat-motxilles,Motxilles escolars,Generalitat de Catalunya,Cataluña,comunidad autónoma,Libros y material,https://educacio.gencat.cat/ca/arees-actuacio/families/families-escola/escolaritat/motxilles-escolars/index.html,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://educacio.gencat.cat/ca/arees-actuacio/families/families-escola/escolaritat/motxilles-escolars/index.html,POR VERIFICAR,,"Base original: Financia gastos de escolarización del alumnado vulnerable: libros, licencias, material, batas, uniforme, ropa deportiva y determinadas salidas o colonias. | Quién: Alumnado reconocido con necesidades socioeconómicas o socioculturales según el programa. | Documentos: La identificación del alumnado se gestiona mediante el sistema educativo y el centro. | Nota: Si la familia ya pagó un concepto cubierto, el centro debe gestionar la devolución cuando corresponda y se justifique. | Cuantía: Dotación al centro, no pago directo a la familia"
cat-cdiap,CDIAP · Atención temprana 0-6,Generalitat de Catalunya,Cataluña,comunidad autónoma,Terapias y atención temprana,https://dretssocials.gencat.cat/ca/ambits_tematics/infancia_i_adolescencia/atencio_precoc/servei_atencio_precos/,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://dretssocials.gencat.cat/ca/ambits_tematics/infancia_i_adolescencia/atencio_precoc/servei_atencio_precos/,POR VERIFICAR,,"Base original: Los CDIAP realizan valoración e intervención temprana y pueden ofrecer logopedia, fisioterapia, tratamiento psicológico, orientación familiar y coordinación escolar. | Quién: Niños de hasta seis años con dificultades o riesgo en el desarrollo. | Documentos: Puede accederse directamente al CDIAP del domicilio o por derivación desde sanidad, escuela u otros servicios. | Nota: Consultar financiación de tratamientos externos si se solicita otra ayuda pública para el mismo servicio. | Cuantía: Universal y gratuita"
cat-familia-numerosa,Título de familia numerosa de Cataluña,Generalitat de Catalunya,Cataluña,comunidad autónoma,Familia,https://tramits.gencat.cat/es/tramits/tramits-temes/Titol-de-familia-nombrosa,bonificación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://tramits.gencat.cat/es/tramits/tramits-temes/Titol-de-familia-nombrosa,POR VERIFICAR,,"Base original: Solicitud y renovación del título oficial que acredita a la familia numerosa y permite acceder a beneficios y bonificaciones. | Quién: Personas o familias residentes en Cataluña que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título acreditativo y beneficios asociados"
cat-monoparental,Título de familia monoparental de Cataluña,Generalitat de Catalunya,Cataluña,comunidad autónoma,Familia,https://tramits.gencat.cat/es/tramits/tramits-temes/Titol-de-familia-monoparental-00001?moda=1,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://tramits.gencat.cat/es/tramits/tramits-temes/Titol-de-familia-monoparental-00001?moda=1,POR VERIFICAR,,"Base original: Reconocimiento y acreditación oficial de familias monoparentales, con acceso a beneficios específicos en distintos servicios y convocatorias. | Quién: Personas o familias residentes en Cataluña que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título acreditativo y beneficios asociados"
cat-nacimiento-2026,"Prestación 2026 para familias con hijos por nacimiento, adopción, tutela o acogimiento",Generalitat de Catalunya,Cataluña,comunidad autónoma,Familia,https://tramits.gencat.cat/es/tramits/tramits-temes/Prestacio-per-a-families-amb-infants?moda=1,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://tramits.gencat.cat/es/tramits/tramits-temes/Prestacio-per-a-families-amb-infants?moda=1,POR VERIFICAR,,"Base original: Prestación para familias que incorporan un hijo por nacimiento, adopción, tutela o acogimiento y no superan el límite de ingresos establecido. | Quién: Personas o familias residentes en Cataluña que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: 650 € por niño; 750 € si la familia numerosa o monoparental cumple las condiciones de 2026"
cat-rgc,Renta Garantizada de Ciudadanía,Generalitat de Catalunya,Cataluña,comunidad autónoma,Ingresos y prestaciones,https://tramits.gencat.cat/es/tramits/tramits-temes/rgc-i-complement-activables,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://tramits.gencat.cat/es/tramits/tramits-temes/rgc-i-complement-activables,POR VERIFICAR,,"Base original: Prestación de garantía de ingresos para personas y unidades familiares que cumplen los requisitos de residencia, recursos y demás condiciones del programa. | Quién: Personas o familias residentes en Cataluña que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según unidad familiar, ingresos y modalidad"
cat-alquiler-2026,Subvenciones 2026 para el pago del alquiler o cesión de uso,Generalitat de Catalunya,Cataluña,comunidad autónoma,Vivienda,https://tramits.gencat.cat/es/tramits/tramits-temes/20246_Subvencions-per-al-pagament-del-lloguer?moda=1,subvención,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://tramits.gencat.cat/es/tramits/tramits-temes/20246_Subvencions-per-al-pagament-del-lloguer?moda=1,POR VERIFICAR,,"Base original: Ayudas al alquiler o cesión de uso para personas que cumplen los requisitos de edad, renta y vivienda de la convocatoria correspondiente. | Quién: Personas o familias residentes en Cataluña que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Importe variable según convocatoria, ingresos y renta de alquiler"
cat-equitat-2627,Becas Equidad 2026-2027,Generalitat de Catalunya,Cataluña,universidad/organismo,Universidad,https://tramits.gencat.cat/es/tramits/tramits-temes/Beques-Equitat-i-acreditacio-del-tram-de-renda-familiar-EQUITAT,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://tramits.gencat.cat/es/tramits/tramits-temes/Beques-Equitat-i-acreditacio-del-tram-de-renda-familiar-EQUITAT,POR VERIFICAR,,"Base original: Ayuda universitaria que reduce el precio de matrícula en función del tramo de renta familiar, de acuerdo con la convocatoria 2026-2027. | Quién: Personas o familias residentes en Cataluña que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Reducción porcentual de matrícula según tramo de renta"
val-dependencia,Reconocimiento de dependencia y acceso a prestaciones,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Discapacidad y dependencia,https://www.gva.es/es/inicio/procedimientos?id_caso=docs&id_proc=3256,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.gva.es/es/inicio/procedimientos?id_caso=docs&id_proc=3256,POR VERIFICAR,,"Base original: Procedimiento autonómico para valorar la situación de dependencia y determinar el acceso a servicios y prestaciones mediante el PIA. | Quién: Personas o familias residentes en Comunitat Valenciana que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicios y prestaciones según grado y PIA"
val-comedor,Ayudas de comedor 2026-2027,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Educación y comedor,https://sede.gva.es/es/detall-tramit?id_proc=1245,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.gva.es/es/detall-tramit?id_proc=1245,POR VERIFICAR,,"Base original: Ayudas de comedor para alumnado de Infantil, Primaria, ESO, Educación Especial y determinados supuestos de primer ciclo de Infantil. | Quién: Se valoran renta y circunstancias como familia monoparental, numerosa, discapacidad, desempleo o situaciones protegidas. | Documentos: Solicitud y acreditaciones familiares/económicas. | Nota: Beneficiarios directos pueden recibir la cuantía máxima; revisar otras ayudas para el mismo comedor. | Cuantía: Hasta 4,35 €/día general · 5,54 €/día Educación Especial"
val-libros,Banco de Libros 2026-2027,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Libros y material,https://sede.gva.es/es/detall-tramit?id_proc=G112587,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.gva.es/es/detall-tramit?id_proc=G112587,POR VERIFICAR,,"Base original: Programa de reutilización para Primaria, Educación Especial, ESO, FP Básica y Bachillerato en centros adheridos. | Quién: Alumnado de los niveles incluidos y cumplimiento de las condiciones de participación y devolución. | Documentos: Solicitud/participación mediante el centro y la plataforma correspondiente. | Nota: Normalmente exige devolver el lote completo anterior salvo excepciones. | Cuantía: Préstamo/gratuidad de libros y material curricular"
val-temprana,Atención Temprana 0-6,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Terapias y atención temprana,https://www.gva.es/es/inicio/procedimientos?id_proc=G23126,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.gva.es/es/inicio/procedimientos?id_proc=G23126,POR VERIFICAR,,"Base original: Atención para menores de 0 a 6 años con alteraciones del desarrollo o riesgo, valorados por las unidades competentes. | Quién: Menores que cumplen los criterios de acceso a través de las UVSAT. | Documentos: Solicitud e informes clínicos/educativos que requiera la valoración. | Nota: Revisar duplicidad con ayudas públicas que financien exactamente el mismo tratamiento. | Cuantía: Red pública"
val-monoparental,Título de familia monoparental de la Comunitat Valenciana,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Familia,https://sede.gva.es/es/detall-tramit?id_proc=G17032,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.gva.es/es/detall-tramit?id_proc=G17032,POR VERIFICAR,,"Base original: Reconocimiento y expedición del título que acredita la condición de familia monoparental en la Comunitat Valenciana. | Quién: Personas o familias residentes en Comunitat Valenciana que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título acreditativo y beneficios asociados"
val-renta-inclusion,Renta Valenciana de Inclusión,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Ingresos y prestaciones,https://sede.gva.es/es/detall-tramit?id_caso=sollicitud&id_proc=G19152,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.gva.es/es/detall-tramit?id_caso=sollicitud&id_proc=G19152,POR VERIFICAR,,"Base original: Prestación económica y de inclusión social para personas o unidades de convivencia que cumplen los requisitos de vulnerabilidad previstos. | Quién: Personas o familias residentes en Comunitat Valenciana que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según modalidad, unidad de convivencia e ingresos"
val-vivienda,Ayudas y programas de vivienda de la Generalitat,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Vivienda,https://habitatge.gva.es/es/web/vivienda-y-calidad-en-la-edificacion/ayudas,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://habitatge.gva.es/es/web/vivienda-y-calidad-en-la-edificacion/ayudas,POR VERIFICAR,,"Base original: Portal oficial de programas y convocatorias de vivienda, alquiler, rehabilitación y acceso residencial de la Comunitat Valenciana. | Quién: Personas o familias residentes en Comunitat Valenciana que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
