jurisdiccion,dominio,registros,estado_cobertura,abierto,cerrado,permanente,proxima_convocatoria,historico,por_verificar,ids
Illes Balears,accesibilidad,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,formentera-tarjeta-aparcamiento
Illes Balears,ayudas técnicas,1,PRESENTE_CON_EVIDENCIA,0,1,0,0,0,0,mallorca-ayudas-mayores-autonomia-2026
Illes Balears,autonomía personal,7,PRESENTE_CON_EVIDENCIA,0,1,4,0,0,2,mallorca-ayudas-mayores-autonomia-2026|formentera-dependencia-pia|menorca-ayudas-individuales-discapacidad|bal-dependencia|bal-familia-numerosa|mallorca-vivienda-discapacidad-2026|formentera-sad-teleasistencia
Illes Balears,familia,2,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,1,formentera-tarjeta-nado-multiple|bal-familia-numerosa
Illes Balears,ingresos/prestaciones,2,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,1,formentera-emergencia-social|bal-renta-social
Illes Balears,libros/material,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,discapacidad,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,rio-transporte-descuentos
La Rioja,dependencia,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,rio-dependencia
La Rioja,educación,2,PRESENTE_CON_EVIDENCIA,0,2,0,0,0,0,rio-comedor|rio-libros
La Rioja,universidad,1,PRESENTE_POR_VERIFICAR,0,0,0,0,0,1,rio-universidad
La Rioja,empleo,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,vivienda,2,PRESENTE_CON_EVIDENCIA,1,0,0,0,0,1,rio-alquiler|rio-bono-joven
La Rioja,transporte,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,rio-transporte-descuentos
La Rioja,salud,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,atención temprana,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,rio-temprana
La Rioja,conciliación,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,fiscalidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,suministros,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,accesibilidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,ayudas técnicas,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,autonomía personal,2,PRESENTE_CON_EVIDENCIA,0,0,2,0,0,0,rio-dependencia|rio-temprana
La Rioja,familia,2,PRESENTE_CON_EVIDENCIA,0,0,2,0,0,0,rio-monoparental|rio-familia-numerosa
La Rioja,ingresos/prestaciones,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
La Rioja,libros/material,1,PRESENTE_CON_EVIDENCIA,0,1,0,0,0,0,rio-libros
Melilla,discapacidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,dependencia,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,educación,1,PRESENTE_CON_EVIDENCIA,1,0,0,0,0,0,mel-eso
Melilla,universidad,2,PRESENTE_CON_EVIDENCIA,1,1,0,0,0,0,mel-universidad-2026|mel-master-2026
Melilla,empleo,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,vivienda,1,PRESENTE_CON_EVIDENCIA,0,1,0,0,0,0,mel-alquiler-2026
Melilla,transporte,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,salud,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,atención temprana,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,conciliación,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,fiscalidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,suministros,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,accesibilidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,ayudas técnicas,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,autonomía personal,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Melilla,familia,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,mel-familia
Melilla,ingresos/prestaciones,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,mel-imi
Melilla,libros/material,1,PRESENTE_CON_EVIDENCIA,1,0,0,0,0,0,mel-eso
Navarra,discapacidad,2,PRESENTE_CON_EVIDENCIA,0,0,2,0,0,0,nav-dependencia-valoracion|nav-transporte-disc
Navarra,dependencia,3,PRESENTE_CON_EVIDENCIA,0,0,3,0,0,0,nav-dependencia-valoracion|nav-temprana|nav-transporte-dep
Navarra,educación,1,PRESENTE_POR_VERIFICAR,0,0,0,0,0,1,nav-libros
Navarra,universidad,1,PRESENTE_POR_VERIFICAR,0,0,0,0,0,1,nav-universidad
Navarra,empleo,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Navarra,vivienda,1,PRESENTE_POR_VERIFICAR,0,0,0,0,0,1,nav-vivienda
Navarra,transporte,3,PRESENTE_CON_EVIDENCIA,0,0,2,0,0,1,nav-transporte-dep|nav-transporte-disc|nav-transporte-escolar-2627
Navarra,salud,1,PRESENTE_CON_EVIDENCIA,1,0,0,0,0,0,nav-protesis
Navarra,atención temprana,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,nav-temprana
Navarra,conciliación,1,PRESENTE_CON_EVIDENCIA,1,0,0,0,0,0,nav-concilia-mono-2026
Navarra,fiscalidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Navarra,suministros,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Navarra,accesibilidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Navarra,ayudas técnicas,1,PRESENTE_CON_EVIDENCIA,1,0,0,0,0,0,nav-protesis
Navarra,autonomía personal,3,PRESENTE_CON_EVIDENCIA,0,0,3,0,0,0,nav-dependencia-valoracion|nav-temprana|nav-transporte-dep
Navarra,familia,2,PRESENTE_CON_EVIDENCIA,0,0,2,0,0,0,nav-familia-numerosa|nav-monoparental
Navarra,ingresos/prestaciones,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,nav-renta-garantizada
Navarra,libros/material,1,PRESENTE_POR_VERIFICAR,0,0,0,0,0,1,nav-libros
País Vasco / Euskadi,discapacidad,7,PRESENTE_CON_EVIDENCIA,1,0,5,0,0,1,gipuzkoa-valoracion-discapacidad|pv-becas|bizkaia-irpf-discapacidad|gipuzkoa-irpf-discapacidad|bizkaia-irpf-alquiler-colectivos|alava-irpf-alquiler-colectivos|alava-irpf-compra-vivienda-colectivos
País Vasco / Euskadi,dependencia,11,PRESENTE_CON_EVIDENCIA,0,0,9,0,0,2,gipuzkoa-valoracion-discapacidad|bizkaia-dependencia-valoracion|gipuzkoa-dependencia-valoracion|alava-dependencia-valoracion|bizkaia-irpf-discapacidad|gipuzkoa-irpf-discapacidad|bizkaia-irpf-alquiler-colectivos|alava-irpf-alquiler-colectivos|alava-irpf-compra-vivienda-colectivos|pv-conciliacion|bizkaia-irpf-cuidados
País Vasco / Euskadi,educación,1,PRESENTE_CON_EVIDENCIA,1,0,0,0,0,0,pv-becas
País Vasco / Euskadi,universidad,1,PRESENTE_CON_EVIDENCIA,0,1,0,0,0,0,eus-universidad-2627
País Vasco / Euskadi,empleo,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
País Vasco / Euskadi,vivienda,5,PRESENTE_CON_EVIDENCIA,2,0,3,0,0,0,bizkaia-irpf-alquiler-colectivos|alava-irpf-alquiler-colectivos|alava-irpf-compra-vivienda-colectivos|eus-gaztelagun|eus-emantzipa
País Vasco / Euskadi,transporte,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
País Vasco / Euskadi,salud,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
País Vasco / Euskadi,atención temprana,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
País Vasco / Euskadi,conciliación,2,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,1,pv-conciliacion|bizkaia-irpf-cuidados
País Vasco / Euskadi,fiscalidad,2,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,1,bizkaia-irpf-discapacidad|gipuzkoa-irpf-discapacidad
País Vasco / Euskadi,suministros,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
País Vasco / Euskadi,accesibilidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
País Vasco / Euskadi,ayudas técnicas,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
País Vasco / Euskadi,autonomía personal,10,PRESENTE_CON_EVIDENCIA,0,0,9,0,0,1,gipuzkoa-valoracion-discapacidad|bizkaia-dependencia-valoracion|gipuzkoa-dependencia-valoracion|alava-dependencia-valoracion|bizkaia-irpf-discapacidad|gipuzkoa-irpf-discapacidad|bizkaia-irpf-alquiler-colectivos|alava-irpf-alquiler-colectivos|alava-irpf-compra-vivienda-colectivos|bizkaia-irpf-cuidados
País Vasco / Euskadi,familia,3,PRESENTE_CON_EVIDENCIA,0,0,3,0,0,0,pv-hijos|eus-monoparental|eus-familia-numerosa
País Vasco / Euskadi,ingresos/prestaciones,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,eus-rgi
País Vasco / Euskadi,libros/material,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,discapacidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,dependencia,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,mur-dependencia
Región de Murcia,educación,1,PRESENTE_CON_EVIDENCIA,0,1,0,0,0,0,mur-comedor
Región de Murcia,universidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,empleo,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,vivienda,1,PRESENTE_CON_EVIDENCIA,0,0,0,0,1,0,mur-alquiler
Región de Murcia,transporte,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,salud,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,atención temprana,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,mur-temprana
Región de Murcia,conciliación,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,fiscalidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,suministros,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,accesibilidad,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,ayudas técnicas,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
Región de Murcia,autonomía personal,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,mur-dependencia
Región de Murcia,familia,4,PRESENTE_CON_EVIDENCIA,0,0,2,0,2,0,mur-2500|mur-monoparental|mur-familia-numerosa|mur-familias-especiales
Región de Murcia,ingresos/prestaciones,1,PRESENTE_CON_EVIDENCIA,0,0,1,0,0,0,mur-renta-basica
Región de Murcia,libros/material,0,AUSENTE_EN_CORPUS,0,0,0,0,0,0,
